Date,Day of the Week,Loadshedding Stage,Energy Consumption (MWh),Temperature (°C),Humidity (%),GDP Growth Rate (%),Population,PV Penetration (%),EV Penetration (Number),Is Holiday
2020-09-13,Sunday,1,15194.296896877837,20.090823327920745,45.38240743650395,0.88,59308690,1.0,500,False
2020-09-14,Monday,4,19162.227284833163,17.55469706924636,55.62693845743965,0.89,59308690,1.0,500,False
2020-09-15,Tuesday,2,20282.910203573298,16.150729896067805,56.21508090236843,1.16,59308690,1.0,500,False
2020-09-16,Wednesday,2,20429.879861069316,24.123570835132817,45.460406463774646,0.84,59308690,1.0,500,False
2020-09-17,Thursday,3,18641.413364798558,15.152272983611159,47.56641925841578,0.96,59308690,1.0,500,False
2020-09-18,Friday,1,19413.021562241796,18.870768064483904,58.21284613723551,1.12,59308690,1.0,500,False
2020-09-19,Saturday,0,15322.189150735157,18.6877918467244,54.159256304951526,0.94,59308690,1.0,500,False
2020-09-20,Sunday,3,14705.623981796092,22.890315061993576,55.47486816903759,1.16,59308690,1.0,500,False
2020-09-21,Monday,1,19844.141827610325,22.69210757684467,46.72670661570016,0.96,59308690,1.0,500,False
2020-09-22,Tuesday,0,19593.76015880125,21.03281979385902,50.82094107469689,1.0,59308690,1.0,500,False
2020-09-23,Wednesday,5,18161.310306380186,15.252912432006204,56.18206897968886,1.17,59308690,1.0,500,False
2020-09-24,Thursday,2,14114.416753311703,18.037821995367462,47.1288348676286,0.86,59308690,1.0,500,True
2020-09-25,Friday,0,20371.52016777025,15.837045232599653,58.19378333584512,1.04,59308690,1.0,500,False
2020-09-26,Saturday,4,14425.770160286056,19.067298257343026,45.14053620110623,0.94,59308690,1.0,500,False
2020-09-27,Sunday,5,14025.523434929493,20.684007995325715,58.27066168360668,0.99,59308690,1.0,500,False
2020-09-28,Monday,0,19560.374696852068,22.713316422662324,43.972274237911876,0.94,59308690,1.0,500,False
2020-09-29,Tuesday,2,20312.599515783913,15.709712006338815,42.02298042478,0.83,59308690,1.0,500,False
2020-09-30,Wednesday,6,19214.880881962134,22.041091388093832,48.81999146906289,0.87,59308690,1.0,500,False
2020-10-01,Thursday,1,20010.276460174522,22.405917601100164,58.493524150006024,1.11,59308690,1.0,500,False
2020-10-02,Friday,3,18837.383910159024,24.286937519582793,57.74262575625957,1.11,59308690,1.0,500,False
2020-10-03,Saturday,5,13734.19728973003,20.289572976502143,53.24914209897469,0.84,59308690,1.0,500,False
2020-10-04,Sunday,5,13500.0,21.402874878964877,57.40966093361705,1.07,59308690,1.0,500,False
2020-10-05,Monday,2,19171.91305507966,15.924214260098953,50.97254393772565,0.83,59308690,1.0,500,False
2020-10-06,Tuesday,2,19923.97510691418,17.643308791458498,48.55614378402662,0.96,59308690,1.0,500,False
2020-10-07,Wednesday,5,19315.510750520472,23.421624001603476,53.61455647953079,0.93,59308690,1.0,500,False
2020-10-08,Thursday,4,18391.307805259115,19.63333055354073,54.314241773588684,0.81,59308690,1.0,500,False
2020-10-09,Friday,1,20146.490557246256,17.69297647133015,50.233327615012996,0.92,59308690,1.0,500,False
2020-10-10,Saturday,1,15398.203360477637,19.61997072471922,55.72654597899316,0.92,59308690,1.0,500,False
2020-10-11,Sunday,2,14137.34182616205,17.730590396377686,55.24203470866162,1.08,59308690,1.0,500,False
2020-10-12,Monday,0,20191.64749582032,24.75784377854415,41.37196910212082,1.18,59308690,1.0,500,False
2020-10-13,Tuesday,3,19379.52036471229,20.30110299903064,57.021087822189955,0.87,59308690,1.0,500,False
2020-10-14,Wednesday,6,18052.054643064763,21.06166066142944,56.72203451000876,1.12,59308690,1.0,500,False
2020-10-15,Thursday,3,20243.352105141224,22.203070814147058,40.0668691787342,0.9,59308690,1.0,500,False
2020-10-16,Friday,2,19639.700818961555,20.429697629830933,54.2542743223893,1.16,59308690,1.0,500,False
2020-10-17,Saturday,3,13812.95883742924,15.698858024593621,46.05457768442167,0.95,59308690,1.0,500,False
2020-10-18,Sunday,2,13989.588279841237,22.033164799123487,49.76796063752269,1.14,59308690,1.0,500,False
2020-10-19,Monday,1,19974.980798634104,15.511893785677277,50.74304123283099,0.89,59308690,1.0,500,False
2020-10-20,Tuesday,4,18809.386752235427,22.3112375124245,49.39860424367553,1.11,59308690,1.0,500,False
2020-10-21,Wednesday,6,18160.68244137653,18.84292381258549,49.391002784396065,1.13,59308690,1.0,500,False
2020-10-22,Thursday,6,18063.81710906972,16.505933103948568,57.703444416113726,1.07,59308690,1.0,500,False
2020-10-23,Friday,5,19145.18408567208,15.230974352935844,41.161383814513734,0.81,59308690,1.0,500,False
2020-10-24,Saturday,2,14424.417854473335,18.563666057954407,58.00305963108343,0.89,59308690,1.0,500,False
2020-10-25,Sunday,4,14456.935580695823,22.04997053385269,48.63891336949358,1.15,59308690,1.0,500,False
2020-10-26,Monday,2,19413.106944781113,20.781637860463825,51.47788319773832,0.87,59308690,1.0,500,False
2020-10-27,Tuesday,0,19785.80928821341,21.562712812783165,56.71587791770445,0.96,59308690,1.0,500,False
2020-10-28,Wednesday,6,18324.72256395773,24.199698596809647,46.16598758392455,1.1,59308690,1.0,500,False
2020-10-29,Thursday,0,20341.790793894936,18.552172685531055,41.42031365632779,1.09,59308690,1.0,500,False
2020-10-30,Friday,5,18545.121785620417,20.042769282315028,49.36808285296729,0.92,59308690,1.0,500,False
2020-10-31,Saturday,2,14216.672904477049,15.417391884502596,43.52651727415345,1.02,59308690,1.0,500,False
2020-11-01,Sunday,4,14106.687065804308,19.91771213036286,43.63508581325165,1.16,59308690,1.0,500,False
2020-11-02,Monday,6,18939.83223198392,22.2023732461456,41.7676375410268,1.11,59308690,1.0,500,False
2020-11-03,Tuesday,2,19835.9574192701,23.847737618483162,52.90271230176431,0.97,59308690,1.0,500,False
2020-11-04,Wednesday,3,20075.15944827269,17.542929823053612,44.888348866286805,0.88,59308690,1.0,500,False
2020-11-05,Thursday,6,17981.378390929753,15.786898110223209,41.355491715960724,1.2,59308690,1.0,500,False
2020-11-06,Friday,4,18892.794205682927,21.858057187914767,54.62175594091788,0.95,59308690,1.0,500,False
2020-11-07,Saturday,2,14498.206138657746,20.485139280059975,47.440774906422185,0.85,59308690,1.0,500,False
2020-11-08,Sunday,5,13500.0,21.421086735433477,53.23840643587,0.87,59308690,1.0,500,False
2020-11-09,Monday,0,20779.137204871815,18.61421095746494,48.7612004994134,1.08,59308690,1.0,500,False
2020-11-10,Tuesday,1,20592.82161760057,17.649860526207824,52.73230922983052,0.99,59308690,1.0,500,False
2020-11-11,Wednesday,3,19552.442895840893,18.483132399719505,45.47558697562125,0.91,59308690,1.0,500,False
2020-11-12,Thursday,1,19273.373668037657,22.41394184163852,57.52445410054791,1.06,59308690,1.0,500,False
2020-11-13,Friday,3,19443.52715413865,15.275920996963015,47.04291728757714,0.95,59308690,1.0,500,False
2020-11-14,Saturday,3,14184.782573070817,16.486239439420117,50.60726538969043,0.82,59308690,1.0,500,False
2020-11-15,Sunday,1,14630.629073091168,17.456085920630397,51.20334665649167,1.07,59308690,1.0,500,False
2020-11-16,Monday,5,18782.130704204345,16.015466988855522,40.370516730285374,0.86,59308690,1.0,500,False
2020-11-17,Tuesday,6,19060.751920895214,17.17450056748009,57.15042338518751,1.0,59308690,1.0,500,False
2020-11-18,Wednesday,5,19003.103386918938,22.321521780229705,51.32270644308237,0.84,59308690,1.0,500,False
2020-11-19,Thursday,2,20198.52351755889,20.316688360778215,45.51533058935684,1.05,59308690,1.0,500,False
2020-11-20,Friday,5,18111.37022512926,16.678315094011012,40.062059514560126,1.18,59308690,1.0,500,False
2020-11-21,Saturday,5,14190.450460176808,15.592116839266579,46.56486008887036,1.04,59308690,1.0,500,False
2020-11-22,Sunday,4,13604.28091018448,24.283943974965858,46.280381707328786,0.98,59308690,1.0,500,False
2020-11-23,Monday,2,19695.199840739093,23.401352116370596,45.25796389406056,0.89,59308690,1.0,500,False
2020-11-24,Tuesday,0,20128.075692590766,17.11345357500594,50.32352307531492,1.09,59308690,1.0,500,False
2020-11-25,Wednesday,4,18687.082438111695,23.57319462602914,46.13426891907238,1.02,59308690,1.0,500,False
2020-11-26,Thursday,2,20564.128173661877,23.166031423287166,50.51107007458249,1.13,59308690,1.0,500,False
2020-11-27,Friday,4,19197.92671143654,23.670561146459296,57.725454507901304,0.86,59308690,1.0,500,False
2020-11-28,Saturday,2,13992.248358070872,21.658563318628516,43.98570448208046,1.14,59308690,1.0,500,False
2020-11-29,Sunday,4,13500.0,19.281000110000686,46.64655167004048,1.06,59308690,1.0,500,False
2020-11-30,Monday,5,18279.40841397154,18.69402527724421,43.9861724643676,0.84,59308690,1.0,500,False
2020-12-01,Tuesday,3,19158.33721945414,21.158088028154022,70.2111381881939,1.04,59308690,1.0,500,False
2020-12-02,Wednesday,6,19364.98916005421,27.56621496831509,74.64446910817773,0.92,59308690,1.0,500,False
2020-12-03,Thursday,4,18707.899374215343,27.30518246282417,63.74600115159612,1.12,59308690,1.0,500,False
2020-12-04,Friday,3,19887.76168293009,22.25248209490947,62.80446664293889,1.06,59308690,1.0,500,False
2020-12-05,Saturday,3,14268.678246929892,23.81176618607732,78.46249911029261,0.87,59308690,1.0,500,False
2020-12-06,Sunday,3,14848.081958109951,24.944305005464198,63.97912330940092,1.01,59308690,1.0,500,False
2020-12-07,Monday,0,21165.40496318795,23.84339773635318,73.68535955953837,1.03,59308690,1.0,500,False
2020-12-08,Tuesday,4,18687.976752418723,24.47332105378172,61.68012929009075,0.85,59308690,1.0,500,False
2020-12-09,Wednesday,4,19638.454674837863,21.638443404661896,74.31398560614473,1.2,59308690,1.0,500,False
2020-12-10,Thursday,5,18778.604727204165,26.181121005576973,61.15482767779417,0.94,59308690,1.0,500,False
2020-12-11,Friday,4,18875.96932809197,27.929954100119687,70.79727256807082,0.82,59308690,1.0,500,False
2020-12-12,Saturday,6,14058.124444042347,24.37256019601883,69.9320536301553,0.95,59308690,1.0,500,False
2020-12-13,Sunday,5,13530.234520528427,27.3246153162512,62.201154258582704,0.83,59308690,1.0,500,False
2020-12-14,Monday,1,20307.60577428212,22.18736707612038,66.88364735617068,1.15,59308690,1.0,500,False
2020-12-15,Tuesday,2,19845.592817111323,25.56183393219142,63.98393032912769,1.05,59308690,1.0,500,False
2020-12-16,Wednesday,1,14114.416753311703,27.664569891812803,79.13646874433331,1.16,59308690,1.0,500,True
2020-12-17,Thursday,5,18531.23136699638,21.5168765936015,76.76483410398308,0.99,59308690,1.0,500,False
2020-12-18,Friday,3,19242.600122145635,26.047005689858945,61.21017707850691,1.1,59308690,1.0,500,False
2020-12-19,Saturday,4,13522.767637497704,25.20976672405488,79.69986647482338,1.13,59308690,1.0,500,False
2020-12-20,Sunday,1,15236.55635935652,27.514699048904934,79.9888695496658,0.91,59308690,1.0,500,False
2020-12-21,Monday,4,19536.00971754804,23.55408059429141,78.16327169543825,0.99,59308690,1.0,500,False
2020-12-22,Tuesday,2,20371.86151262345,23.932958218522536,72.32388857081199,1.04,59308690,1.0,500,False
2020-12-23,Wednesday,0,20302.442673127385,21.84215788690795,78.54254545305349,1.18,59308690,1.0,500,False
2020-12-24,Thursday,4,19583.07519123195,27.81764195953861,69.02211399795718,1.09,59308690,1.0,500,False
2020-12-25,Friday,1,14114.416753311703,26.57069204482039,68.27310273008398,1.15,59308690,1.0,500,True
2020-12-26,Saturday,6,13500.0,26.87503757438671,79.80133000672306,1.11,59308690,1.0,500,True
2020-12-27,Sunday,5,13500.0,25.477506089146697,73.76884564384905,0.91,59308690,1.0,500,False
2020-12-28,Monday,5,19569.179064386444,20.808970087456956,64.49949305832548,1.12,59308690,1.0,500,False
2020-12-29,Tuesday,4,19481.291879621753,22.45615937210124,63.37214005408458,1.07,59308690,1.0,500,False
2020-12-30,Wednesday,0,21078.15892503227,20.15560763665343,75.99766887242654,1.12,59308690,1.0,500,False
2020-12-31,Thursday,4,18898.99937861922,20.241982613644737,79.4590447626586,0.83,59308690,1.0,500,False
2021-01-01,Friday,0,14114.416753311703,27.91047974014324,73.92706210901422,1.01,60079702,1.7,750,True
2021-01-02,Saturday,6,14761.503445433242,22.363572969257927,63.361212534722675,1.1,60079702,1.7,750,False
2021-01-03,Sunday,1,15074.900138665444,20.379803703995684,73.71491152235271,1.1,60079702,1.7,750,False
2021-01-04,Monday,1,21189.778095618698,22.749239066896493,78.66745925798168,0.9,60079702,1.7,750,False
2021-01-05,Tuesday,4,19666.597597362892,22.206132623085185,77.29494830515459,1.05,60079702,1.7,750,False
2021-01-06,Wednesday,1,20538.56156371277,20.549833851862832,69.99845185837097,1.18,60079702,1.7,750,False
2021-01-07,Thursday,0,20941.66534117973,27.04421071509789,72.95806395544228,1.17,60079702,1.7,750,False
2021-01-08,Friday,2,20496.919196601764,27.63438394070175,63.03361290609119,0.89,60079702,1.7,750,False
2021-01-09,Saturday,3,15756.10051112373,24.37726044455894,60.047703046884926,0.91,60079702,1.7,750,False
2021-01-10,Sunday,6,14216.120394220929,24.023276040201097,68.5974053542561,1.1,60079702,1.7,750,False
2021-01-11,Monday,1,20539.22561596373,26.403955203957484,63.518567555667055,0.81,60079702,1.7,750,False
2021-01-12,Tuesday,5,20781.419092060874,26.01393246784503,75.90577066737819,0.81,60079702,1.7,750,False
2021-01-13,Wednesday,3,21198.27368158106,20.579435885040887,62.61359447174974,0.88,60079702,1.7,750,False
2021-01-14,Thursday,1,21171.243899584453,22.568740226804685,76.90240879137632,1.0,60079702,1.7,750,False
2021-01-15,Friday,1,22164.919779885156,27.515915145990967,74.0949176910008,0.99,60079702,1.7,750,False
2021-01-16,Saturday,1,15566.986457882262,21.416828526055347,77.81002817584013,1.15,60079702,1.7,750,False
2021-01-17,Sunday,6,14691.201664159998,21.64418852625304,69.68400734102742,0.81,60079702,1.7,750,False
2021-01-18,Monday,4,20594.63489345096,22.681547360683826,65.56092421162363,0.86,60079702,1.7,750,False
2021-01-19,Tuesday,4,21030.785492969888,27.064123577405855,73.11596261436544,1.07,60079702,1.7,750,False
2021-01-20,Wednesday,5,19281.536465774116,25.815266368861714,67.14768666880869,0.85,60079702,1.7,750,False
2021-01-21,Thursday,2,20586.480152657074,21.72588538970635,78.93969838666037,1.12,60079702,1.7,750,False
2021-01-22,Friday,3,20465.07683672891,24.882721292381213,72.18020902886838,1.06,60079702,1.7,750,False
2021-01-23,Saturday,5,14734.15588004058,21.08799920574012,70.49374254484997,1.03,60079702,1.7,750,False
2021-01-24,Sunday,6,14380.847623957203,21.08094782676259,79.12029926599944,1.08,60079702,1.7,750,False
2021-01-25,Monday,5,19133.89972830433,27.7695153499996,61.277677559128,0.89,60079702,1.7,750,False
2021-01-26,Tuesday,5,19199.89873559238,20.11541654060116,75.7844993359893,0.96,60079702,1.7,750,False
2021-01-27,Wednesday,2,20800.736310521315,20.231891653521416,61.634363720408224,0.82,60079702,1.7,750,False
2021-01-28,Thursday,1,21157.092317491948,26.31567843533682,74.03930841884686,1.05,60079702,1.7,750,False
2021-01-29,Friday,0,21365.89326593604,21.64045439737204,60.57029714740733,0.85,60079702,1.7,750,False
2021-01-30,Saturday,2,15876.439350811217,25.030941447471225,74.11559827022067,1.11,60079702,1.7,750,False
2021-01-31,Sunday,3,14498.727407807175,26.633630489337797,70.90241596084492,0.87,60079702,1.7,750,False
2021-02-01,Monday,5,19806.60592266498,26.345466784427707,71.47384487180993,0.96,60079702,1.7,750,False
2021-02-02,Tuesday,0,22558.502661247254,23.29414981222669,64.79453518702854,0.91,60079702,1.7,750,False
2021-02-03,Wednesday,4,20575.390090279638,23.369230944128034,77.5772427793485,1.08,60079702,1.7,750,False
2021-02-04,Thursday,6,19822.042584861083,25.013205795024685,75.08681078826302,0.99,60079702,1.7,750,False
2021-02-05,Friday,6,19971.06173772934,23.595790084941203,75.29251094873555,1.0,60079702,1.7,750,False
2021-02-06,Saturday,0,15183.773556695513,21.084082115838083,75.55288452988246,1.07,60079702,1.7,750,False
2021-02-07,Sunday,0,16590.872987435734,21.743055853844705,77.15173523633858,1.16,60079702,1.7,750,False
2021-02-08,Monday,3,20628.449620631323,23.740286306953433,70.80974010508825,0.99,60079702,1.7,750,False
2021-02-09,Tuesday,2,21045.90170140394,21.246289476887668,70.64592351622687,0.83,60079702,1.7,750,False
2021-02-10,Wednesday,5,19683.231133537673,21.770815216738892,78.81449167120081,1.11,60079702,1.7,750,False
2021-02-11,Thursday,1,21594.003354524786,21.882261955556757,75.49098552395125,0.92,60079702,1.7,750,False
2021-02-12,Friday,3,20751.401795186714,21.532619179059807,78.82988712014385,0.85,60079702,1.7,750,False
2021-02-13,Saturday,0,15851.025901982754,25.61632010891982,74.29617516244461,0.94,60079702,1.7,750,False
2021-02-14,Sunday,2,15815.871273661272,24.831711618010736,67.13818867500652,1.03,60079702,1.7,750,False
2021-02-15,Monday,3,20283.125114056806,26.139638068070383,60.97582749979315,0.93,60079702,1.7,750,False
2021-02-16,Tuesday,3,19835.672210542467,26.994499752895646,78.40197566492935,1.12,60079702,1.7,750,False
2021-02-17,Wednesday,5,19257.332786542367,21.185261865027798,70.70777354192732,1.1,60079702,1.7,750,False
2021-02-18,Thursday,0,20812.649335216756,27.2771050863555,65.66494234404138,1.15,60079702,1.7,750,False
2021-02-19,Friday,0,20800.624456286503,27.436293322761966,61.87976869332283,1.15,60079702,1.7,750,False
2021-02-20,Saturday,1,16024.017322933458,27.42420735599997,70.8052746137526,0.83,60079702,1.7,750,False
2021-02-21,Sunday,1,15696.952977515592,23.770967046087367,69.47218252396547,0.86,60079702,1.7,750,False
2021-02-22,Monday,3,19923.17514611545,22.374874160807263,71.49792499765965,0.93,60079702,1.7,750,False
2021-02-23,Tuesday,6,19078.570533537615,27.1108565927389,67.01159815441977,0.97,60079702,1.7,750,False
2021-02-24,Wednesday,6,19883.330099391536,21.149631721246376,73.04755332242202,0.9,60079702,1.7,750,False
2021-02-25,Thursday,6,19047.186556640707,27.008366567856072,78.76971143115287,1.15,60079702,1.7,750,False
2021-02-26,Friday,0,21323.06465373223,26.310341792376093,75.3540365067664,1.08,60079702,1.7,750,False
2021-02-27,Saturday,2,15358.71398888227,27.5249294418346,65.34885357761934,0.82,60079702,1.7,750,False
2021-02-28,Sunday,6,14852.858409935894,27.61633492533985,67.49689850860464,0.89,60079702,1.7,750,False
2021-03-01,Monday,1,19092.91293970344,19.2041229503575,42.239444498221225,0.83,60079702,1.7,750,False
2021-03-02,Tuesday,5,18555.763843827026,17.682511513411484,47.32133883828786,1.16,60079702,1.7,750,False
2021-03-03,Wednesday,5,18477.163058371894,19.753861706899137,46.48593968937994,0.86,60079702,1.7,750,False
2021-03-04,Thursday,3,18308.46501831341,10.000774189423971,46.067972795300975,1.09,60079702,1.7,750,False
2021-03-05,Friday,6,18605.830225554328,11.274040932904853,55.783442241677406,1.13,60079702,1.7,750,False
2021-03-06,Saturday,2,13816.671655255504,12.262716143359,52.03549159684668,0.94,60079702,1.7,750,False
2021-03-07,Sunday,5,13171.713229444535,19.769719875458044,55.56679491986261,0.91,60079702,1.7,750,False
2021-03-08,Monday,6,17663.215766819467,17.163006167066918,52.12790407848894,0.94,60079702,1.7,750,False
2021-03-09,Tuesday,5,18543.73242631852,16.477046199175295,45.43780074983473,0.83,60079702,1.7,750,False
2021-03-10,Wednesday,2,18979.529551638956,12.451233819566566,43.93921475740219,1.08,60079702,1.7,750,False
2021-03-11,Thursday,2,18574.146125672098,14.9817719772064,45.69809872568798,1.17,60079702,1.7,750,False
2021-03-12,Friday,0,19528.64109563863,13.15722608337241,43.64803155753035,1.04,60079702,1.7,750,False
2021-03-13,Saturday,2,13377.24131974289,15.930365665092644,56.674086348432546,0.97,60079702,1.7,750,False
2021-03-14,Sunday,4,13777.231146523176,10.083431672647231,40.19899087633057,0.97,60079702,1.7,750,False
2021-03-15,Monday,4,18337.520414773455,13.424211742952073,53.721738088727946,1.04,60079702,1.7,750,False
2021-03-16,Tuesday,3,18019.176941745718,17.599478445864065,43.183210885462024,0.95,60079702,1.7,750,False
2021-03-17,Wednesday,5,18102.34086719336,10.116458962863828,59.34381662665497,1.17,60079702,1.7,750,False
2021-03-18,Thursday,5,18494.038469967894,10.632852781594517,52.05663493907948,1.03,60079702,1.7,750,False
2021-03-19,Friday,2,19666.690417934016,19.936894993209233,57.01720408161469,0.87,60079702,1.7,750,False
2021-03-20,Saturday,0,14523.021680882603,16.407847649185474,51.45472080861214,1.15,60079702,1.7,750,False
2021-03-21,Sunday,4,13279.281585169223,13.835231688311051,48.407782217609245,1.11,60079702,1.7,750,True
2021-03-22,Monday,3,18151.32455664002,13.319794441310567,48.39540698727676,1.04,60079702,1.7,750,False
2021-03-23,Tuesday,6,17560.79959636828,16.539067915747033,51.41579773780872,1.02,60079702,1.7,750,False
2021-03-24,Wednesday,0,18810.803106435927,15.115793130781638,47.754915137170514,0.85,60079702,1.7,750,False
2021-03-25,Thursday,4,19189.849126323203,15.496284551735831,41.582744065268194,0.97,60079702,1.7,750,False
2021-03-26,Friday,6,17798.28406121099,12.827844735366035,43.05944525045973,1.16,60079702,1.7,750,False
2021-03-27,Saturday,1,14229.431124503079,15.570759339929644,58.3468919391277,1.12,60079702,1.7,750,False
2021-03-28,Sunday,6,13095.0,13.952972373550853,45.26459492621538,1.05,60079702,1.7,750,False
2021-03-29,Monday,1,19585.8838514836,15.695293174734914,50.16000213062517,1.05,60079702,1.7,750,False
2021-03-30,Tuesday,3,18013.879969414167,14.43689338982686,44.14639093500409,1.09,60079702,1.7,750,False
2021-03-31,Wednesday,1,19674.0386166832,10.353584642397895,40.804608659053436,1.08,60079702,1.7,750,False
2021-04-01,Thursday,0,19580.88072143792,16.914331796596812,44.48069651462222,1.09,60079702,1.7,750,False
2021-04-02,Friday,2,19410.355321793628,16.150369105911437,54.73525621881738,0.84,60079702,1.7,750,False
2021-04-03,Saturday,6,13178.30986434366,14.396610895940036,51.59644098193752,0.95,60079702,1.7,750,False
2021-04-04,Sunday,5,13483.768863548012,10.267542636138574,44.64636905100197,1.05,60079702,1.7,750,False
2021-04-05,Monday,0,19418.48284258756,17.380720145387475,42.11061253363475,1.11,60079702,1.7,750,False
2021-04-06,Tuesday,1,18802.105168986447,19.86243277153945,56.97197380469318,1.05,60079702,1.7,750,False
2021-04-07,Wednesday,4,18178.203568551286,16.462758211744053,56.45334188997573,0.87,60079702,1.7,750,False
2021-04-08,Thursday,4,18422.10084352006,19.251377347972984,54.8543260784958,1.15,60079702,1.7,750,False
2021-04-09,Friday,2,19065.03883868475,16.965878670034034,53.89925957563415,0.95,60079702,1.7,750,False
2021-04-10,Saturday,1,14110.175268888575,17.109176388961753,55.88557665029254,0.98,60079702,1.7,750,False
2021-04-11,Sunday,4,13095.0,18.994725963571405,54.91867580548066,0.98,60079702,1.7,750,False
2021-04-12,Monday,2,19155.699375361284,14.981532939567813,44.50558025514415,1.08,60079702,1.7,750,False
2021-04-13,Tuesday,6,17873.112115195312,17.649465838472427,53.09403223522738,0.81,60079702,1.7,750,False
2021-04-14,Wednesday,4,18789.240346803992,12.179903126474615,45.6098782628272,0.88,60079702,1.7,750,False
2021-04-15,Thursday,5,18156.30350783524,12.076128386105797,57.46672158134531,1.05,60079702,1.7,750,False
2021-04-16,Friday,3,18119.547001666208,15.086108949336674,41.69053528231364,0.95,60079702,1.7,750,False
2021-04-17,Saturday,0,14188.626348786798,12.006879265403528,44.40670978777401,1.17,60079702,1.7,750,False
2021-04-18,Sunday,5,13095.0,15.842231734282642,50.69462812711407,0.84,60079702,1.7,750,False
2021-04-19,Monday,1,18806.08631139895,14.984473426449306,51.20908534407137,0.93,60079702,1.7,750,False
2021-04-20,Tuesday,6,17017.803411006083,13.821747718599582,47.338103511326686,0.86,60079702,1.7,750,False
2021-04-21,Wednesday,5,18635.539830116377,14.904836452961714,42.21338215772709,1.18,60079702,1.7,750,False
2021-04-22,Thursday,6,18368.263451232346,15.63191619471722,53.215732349998035,1.0,60079702,1.7,750,False
2021-04-23,Friday,4,18352.2129287486,10.7709642760214,50.392530341456236,1.05,60079702,1.7,750,False
2021-04-24,Saturday,5,13095.0,12.073823532566486,51.243097517718496,0.85,60079702,1.7,750,False
2021-04-25,Sunday,0,13846.619638253731,12.095609404770519,55.18234435366945,0.81,60079702,1.7,750,False
2021-04-26,Monday,5,18080.27808221607,18.738169295428506,55.3048860871489,1.13,60079702,1.7,750,False
2021-04-27,Tuesday,6,14114.416753311703,16.871414374025107,51.18673107049231,1.18,60079702,1.7,750,True
2021-04-28,Wednesday,1,19168.769064359614,10.129454446882562,43.93439107938876,1.12,60079702,1.7,750,False
2021-04-29,Thursday,2,18505.46742941706,17.338492121521742,50.990548289984986,0.88,60079702,1.7,750,False
2021-04-30,Friday,2,18750.195644579973,13.872480643916354,47.339201429085115,0.97,60079702,1.7,750,False
2021-05-01,Saturday,4,13458.733214071284,13.9164944320365,52.40754859512018,0.96,60079702,1.7,750,True
2021-05-02,Sunday,0,14042.592757469303,16.281526562370438,52.57831325527295,0.83,60079702,1.7,750,False
2021-05-03,Monday,0,18973.797587312918,16.707207431586465,43.20566734764468,0.98,60079702,1.7,750,False
2021-05-04,Tuesday,6,17532.77704139501,11.870076867522357,57.39492746838458,1.09,60079702,1.7,750,False
2021-05-05,Wednesday,5,17531.471117798512,10.819982703565646,50.14437652621449,0.9,60079702,1.7,750,False
2021-05-06,Thursday,0,18722.70134534874,10.230314197488283,49.306555430438166,0.94,60079702,1.7,750,False
2021-05-07,Friday,2,19646.968644758912,19.093528796931324,53.62374833608385,1.19,60079702,1.7,750,False
2021-05-08,Saturday,0,14712.905290845818,11.238351414108518,44.693907408704064,1.12,60079702,1.7,750,False
2021-05-09,Sunday,1,14320.23868182467,12.728861109920576,48.01527332229128,1.08,60079702,1.7,750,False
2021-05-10,Monday,2,18133.925001619682,10.541089460387575,57.625717887632625,1.04,60079702,1.7,750,False
2021-05-11,Tuesday,1,19598.085889126894,12.335828005281003,47.85182757595862,0.91,60079702,1.7,750,False
2021-05-12,Wednesday,3,18999.81696598855,12.02526873290442,59.701507468980665,0.84,60079702,1.7,750,False
2021-05-13,Thursday,1,19590.631323214227,10.782638862726913,52.433562665833875,0.83,60079702,1.7,750,False
2021-05-14,Friday,4,18460.946687231124,12.602946298591416,43.46259556643004,0.91,60079702,1.7,750,False
2021-05-15,Saturday,1,14453.637576461257,11.56277896021557,40.23826386692375,0.96,60079702,1.7,750,False
2021-05-16,Sunday,1,14148.935402987066,16.312051795479885,47.605042819453445,1.12,60079702,1.7,750,False
2021-05-17,Monday,0,18921.33903625613,11.958874279643233,59.167353047514034,1.06,60079702,1.7,750,False
2021-05-18,Tuesday,4,18560.751366608984,18.26977001049363,54.05875818075222,0.97,60079702,1.7,750,False
2021-05-19,Wednesday,1,19223.425927061886,17.969591630998924,47.00696670984369,1.19,60079702,1.7,750,False
2021-05-20,Thursday,6,18435.921591372993,12.133524899331308,51.87603110314725,1.14,60079702,1.7,750,False
2021-05-21,Friday,0,19426.839578049225,15.89510895112787,54.069643087753846,0.84,60079702,1.7,750,False
2021-05-22,Saturday,3,13121.760951903205,11.488020052439374,49.00595846252002,1.04,60079702,1.7,750,False
2021-05-23,Sunday,6,13095.0,14.71016024451744,57.47610634479594,1.01,60079702,1.7,750,False
2021-05-24,Monday,1,20032.732017773662,14.194449260273693,47.34339432862749,1.13,60079702,1.7,750,False
2021-05-25,Tuesday,0,20178.79414697258,14.029702284759637,41.918975647763126,1.14,60079702,1.7,750,False
2021-05-26,Wednesday,0,19259.277448219662,11.450512207579054,55.232117877849795,1.12,60079702,1.7,750,False
2021-05-27,Thursday,0,20432.233440702224,13.659621109657298,42.730849599241786,1.1,60079702,1.7,750,False
2021-05-28,Friday,4,19036.6092192265,19.48675464102737,49.87962779106985,0.88,60079702,1.7,750,False
